arm,model_size,thinking,task,condition,density_class,index,instance_id,graph_id,exact,f1,abs_error,signed_error,parsed,hit_cap,pred,gold,n_nodes,n_edges,density_real,mean_degree,n_components,largest_cc,n_triangles,mean_clustering,target_id,target_degree,target_clustering,gold_is_yes,pair_common_neighbors,pair_distance,gold_magnitude,primer_chars,encoding_chars,n_new_tokens,resp_chars,n_node_mentions,uses_degree_sum,narrates_neighbors,enumerates_nodes
qwen3-1.7b-think,1.7b,1,node_degree,filler,0.35,81,node_degree/size40/p0.35/81,p0.35/81,1.0,1.0,0,0,1,0,15,15,40,304,0.389744,15.2,1,40,578,0.388255,5,15,0.361905,,,,15,1829,3674,1179,2794,16,0,1,0
qwen3-1.7b-think,1.7b,1,node_count,degree,0.35,82,node_count/size40/p0.35/82,p0.35/82,1.0,1.0,0,0,1,0,40,40,40,260,0.333333,13.0,1,40,406,0.367888,,,,,,,40,904,3339,2883,6546,82,1,1,1
qwen3-1.7b-think,1.7b,1,connected_nodes,all,0.35,82,connected_nodes/size40/p0.35/82,p0.35/82,0.0,0.923076923076923,,,1,0,"1, 7, 8, 9, 14, 16, 27, 28, 30, 31, 35, 38","1, 7, 8, 9, 14, 16, 27, 28, 29, 30, 31, 35, 38, 39",40,260,0.333333,13.0,1,40,406,0.367888,15,14,0.340659,,,,,4704,3339,1330,3016,19,0,1,0
qwen3-1.7b-think,1.7b,1,edge_count,clustering,0.35,83,edge_count/size40/p0.35/83,p0.35/83,0.0,0.0,255,-255,1,1,1,256,40,256,0.328205,12.8,1,40,326,0.301283,,,,,,,256,1629,3313,8192,14479,121,1,0,1
qwen3-1.7b-think,1.7b,1,cycle_check,none,0.35,83,cycle_check/size40/p0.35/83,p0.35/83,1.0,1.0,,,1,0,Yes,"Yes, there is a cycle",40,256,0.328205,12.8,1,40,326,0.301283,,,,1,,,,0,3313,2040,5893,12,0,0,0
qwen3-1.7b-think,1.7b,1,node_degree,rwse,0.35,84,node_degree/size40/p0.35/84,p0.35/84,1.0,1.0,0,0,1,0,18,18,40,294,0.376923,14.7,1,40,515,0.368582,18,18,0.313725,,,,18,2949,3596,3150,6963,51,0,0,1
qwen3-1.7b-think,1.7b,1,node_count,components,0.35,85,node_count/size40/p0.35/85,p0.35/85,1.0,1.0,0,0,1,0,40,40,40,242,0.310256,12.1,1,40,302,0.328223,,,,,,,40,37,3212,1356,3531,0,0,0,0
qwen3-1.7b-think,1.7b,1,connected_nodes,filler,0.35,85,connected_nodes/size40/p0.35/85,p0.35/85,1.0,1.0,,,1,0,"1, 2, 12, 14, 16, 20, 24, 30, 32, 33, 37","1, 2, 12, 14, 16, 20, 24, 30, 32, 33, 37",40,242,0.310256,12.1,1,40,302,0.328223,15,11,0.272727,,,,,1829,3212,1386,3274,19,0,1,0
qwen3-1.7b-think,1.7b,1,edge_count,degree,0.35,86,edge_count/size40/p0.35/86,p0.35/86,1.0,1.0,0,0,1,0,290,290,40,290,0.371795,14.5,1,40,524,0.386291,,,,,,,290,906,3559,7943,16723,310,1,0,1
qwen3-1.7b-think,1.7b,1,edge_existence,all,0.35,86,edge_existence/size40/p0.35/86,p0.35/86,1.0,1.0,,,1,0,No,No,40,290,0.371795,14.5,1,40,524,0.386291,6,9,0.361111,0,4,2,,4706,3559,1344,3453,43,0,0,1
qwen3-1.7b-think,1.7b,1,node_degree,clustering,0.35,87,node_degree/size40/p0.35/87,p0.35/87,0.0,0.0,1,-1,1,0,8,9,40,275,0.352564,13.75,1,40,404,0.329609,21,9,0.25,,,,9,1629,3460,496,1492,11,0,0,0
qwen3-1.7b-think,1.7b,1,node_count,none,0.35,88,node_count/size40/p0.35/88,p0.35/88,1.0,1.0,0,0,1,0,40,40,40,281,0.360256,14.05,1,40,448,0.355347,,,,,,,40,0,3493,1071,2704,0,0,0,0
qwen3-1.7b-think,1.7b,1,connected_nodes,rwse,0.35,88,connected_nodes/size40/p0.35/88,p0.35/88,1.0,1.0,,,1,0,"1, 3, 5, 19, 21, 22, 23, 24, 26, 28, 34, 35, 37","1, 3, 5, 19, 21, 22, 23, 24, 26, 28, 34, 35, 37",40,281,0.360256,14.05,1,40,448,0.355347,33,13,0.320513,,,,,2949,3493,2098,4858,25,0,1,1
qwen3-1.7b-think,1.7b,1,edge_count,components,0.35,89,edge_count/size40/p0.35/89,p0.35/89,0.0,0.0,107,107,1,1,389,282,40,282,0.361538,14.1,1,40,460,0.351903,,,,,,,282,37,3501,8192,12122,150,1,1,1
qwen3-1.7b-think,1.7b,1,edge_existence,filler,0.35,89,edge_existence/size40/p0.35/89,p0.35/89,1.0,1.0,,,1,0,No,No,40,282,0.361538,14.1,1,40,460,0.351903,2,19,0.385965,0,7,2,,1829,3501,1257,2652,33,0,0,1
qwen3-1.7b-think,1.7b,1,node_degree,degree,0.35,90,node_degree/size40/p0.35/90,p0.35/90,1.0,1.0,0,0,1,0,12,12,40,281,0.360256,14.05,1,40,443,0.354576,3,12,0.272727,,,,12,908,3500,3180,8801,103,0,1,1
qwen3-1.7b-think,1.7b,1,cycle_check,all,0.35,90,cycle_check/size40/p0.35/90,p0.35/90,1.0,1.0,,,1,0,Yes,"Yes, there is a cycle",40,281,0.360256,14.05,1,40,443,0.354576,,,,1,,,,4708,3500,2311,7694,62,0,0,1
qwen3-1.7b-think,1.7b,1,connected_nodes,clustering,0.35,91,connected_nodes/size40/p0.35/91,p0.35/91,1.0,1.0,,,1,0,"10, 2, 11, 15, 18, 19, 24, 25, 29, 30, 31, 32, 33, 35, 36, 39","2, 10, 11, 15, 18, 19, 24, 25, 29, 30, 31, 32, 33, 35, 36, 39",40,255,0.326923,12.75,1,40,371,0.353988,0,16,0.333333,,,,,1629,3300,4478,11426,8,0,1,0
qwen3-1.7b-think,1.7b,1,edge_count,none,0.35,92,edge_count/size40/p0.35/92,p0.35/92,0.0,0.0,273,-273,1,1,5,278,40,278,0.35641,13.9,1,40,460,0.361231,,,,,,,278,0,3478,8192,11671,81,1,1,1
qwen3-1.7b-think,1.7b,1,edge_existence,rwse,0.35,92,edge_existence/size40/p0.35/92,p0.35/92,1.0,1.0,,,1,0,Yes,Yes,40,278,0.35641,13.9,1,40,460,0.361231,23,16,0.35,1,7,1,,2949,3478,1174,2808,36,0,0,1
qwen3-1.7b-think,1.7b,1,node_degree,components,0.35,93,node_degree/size40/p0.35/93,p0.35/93,1.0,1.0,0,0,1,0,13,13,40,299,0.383333,14.95,1,40,587,0.402211,1,13,0.551282,,,,13,37,3642,1165,2758,15,0,0,0
qwen3-1.7b-think,1.7b,1,cycle_check,filler,0.35,93,cycle_check/size40/p0.35/93,p0.35/93,1.0,1.0,,,1,0,Yes,"Yes, there is a cycle",40,299,0.383333,14.95,1,40,587,0.402211,,,,1,,,,1829,3642,2801,6830,9,0,0,0
qwen3-1.7b-think,1.7b,1,connected_nodes,degree,0.35,94,connected_nodes/size40/p0.35/94,p0.35/94,1.0,1.0,,,1,0,"0, 5, 7, 12, 13, 14, 18, 21, 29, 30, 34, 37, 39","0, 5, 7, 12, 13, 14, 18, 21, 29, 30, 34, 37, 39",40,258,0.330769,12.9,1,40,349,0.327918,31,13,0.358974,,,,,906,3321,1860,4395,26,0,1,1
qwen3-1.7b-think,1.7b,1,node_count,all,0.35,95,node_count/size40/p0.35/95,p0.35/95,1.0,1.0,0,0,1,0,40,40,40,303,0.388462,15.15,1,40,568,0.377153,,,,,,,40,4708,3674,730,2272,5,0,0,0
qwen3-1.7b-think,1.7b,1,edge_existence,clustering,0.35,95,edge_existence/size40/p0.35/95,p0.35/95,1.0,1.0,,,1,0,No,No,40,303,0.388462,15.15,1,40,568,0.377153,30,16,0.341667,0,10,2,,1629,3674,2301,5130,81,0,1,1
qwen3-1.7b-think,1.7b,1,node_degree,none,0.35,96,node_degree/size40/p0.35/96,p0.35/96,0.0,0.0,2,-2,1,0,16,18,40,265,0.339744,13.25,1,40,395,0.353021,14,18,0.366013,,,,18,0,3374,1757,4156,27,0,1,1
qwen3-1.7b-think,1.7b,1,cycle_check,rwse,0.35,96,cycle_check/size40/p0.35/96,p0.35/96,1.0,1.0,,,1,0,Yes,"Yes, there is a cycle",40,265,0.339744,13.25,1,40,395,0.353021,,,,1,,,,2949,3374,1604,5653,14,0,0,0
qwen3-1.7b-think,1.7b,1,connected_nodes,components,0.35,97,connected_nodes/size40/p0.35/97,p0.35/97,0.0,0.9767441860465117,,,1,0,"1, 2, 3, 4, 6, 8, 10, 12, 13, 14, 15, 16, 18, 20, 22, 25, 26, 27, 30, 31, 32, 36","1, 2, 3, 4, 6, 8, 12, 13, 14, 15, 16, 18, 20, 22, 25, 26, 27, 30, 31, 32, 36",40,295,0.378205,14.75,1,40,525,0.368143,7,21,0.433333,,,,,37,3603,1743,3373,15,0,1,0
qwen3-1.7b-think,1.7b,1,node_count,filler,0.35,98,node_count/size40/p0.35/98,p0.35/98,1.0,1.0,0,0,1,0,40,40,40,271,0.347436,13.55,1,40,402,0.342152,,,,,,,40,1829,3423,1036,2197,7,0,1,0
qwen3-1.7b-think,1.7b,1,edge_existence,degree,0.35,98,edge_existence/size40/p0.35/98,p0.35/98,1.0,1.0,,,1,0,Yes,Yes,40,271,0.347436,13.55,1,40,402,0.342152,4,8,0.321429,1,3,1,,908,3423,852,2175,36,0,0,1
qwen3-1.7b-think,1.7b,1,edge_count,all,0.35,99,edge_count/size40/p0.35/99,p0.35/99,0.0,0.0,251,-251,1,1,26,277,40,277,0.355128,13.85,1,40,421,0.337155,,,,,,,277,4708,3455,8192,13171,86,1,0,1
qwen3-1.7b-think,1.7b,1,cycle_check,clustering,0.35,99,cycle_check/size40/p0.35/99,p0.35/99,1.0,1.0,,,1,0,Yes,"Yes, there is a cycle",40,277,0.355128,13.85,1,40,421,0.337155,,,,1,,,,1629,3455,1933,6073,35,0,0,1
qwen3-1.7b-think,1.7b,1,connected_nodes,none,0.5,0,connected_nodes/size40/p0.5/0,p0.5/0,1.0,1.0,,,1,0,"0, 1, 2, 3, 4, 5, 6, 8, 11, 12, 13, 15, 16, 18, 19, 20, 21, 22, 25, 29, 30, 31, 33","0, 1, 2, 3, 4, 5, 6, 8, 11, 12, 13, 15, 16, 18, 19, 20, 21, 22, 25, 29, 30, 31, 33",40,381,0.488462,19.05,1,40,1168,0.495915,28,23,0.482213,,,,,0,4244,3155,6452,29,0,1,1
qwen3-1.7b-think,1.7b,1,node_count,rwse,0.5,1,node_count/size40/p0.5/1,p0.5/1,1.0,1.0,0,0,1,0,40,40,40,380,0.487179,19.0,1,40,1127,0.484721,,,,,,,40,2949,4240,862,1933,2,0,0,0
qwen3-1.7b-think,1.7b,1,edge_existence,components,0.5,1,edge_existence/size40/p0.5/1,p0.5/1,1.0,1.0,,,1,0,No,No,40,380,0.487179,19.0,1,40,1127,0.484721,39,21,0.504762,0,11,2,,37,4240,1753,3603,43,0,1,1
qwen3-1.7b-think,1.7b,1,edge_count,filler,0.5,2,edge_count/size40/p0.5/2,p0.5/2,0.0,0.0,353,-353,1,1,33,386,40,386,0.494872,19.3,1,40,1177,0.492916,,,,,,,386,1829,4297,8192,13095,132,1,0,1
qwen3-1.7b-think,1.7b,1,cycle_check,degree,0.5,2,cycle_check/size40/p0.5/2,p0.5/2,1.0,1.0,,,1,0,Yes,"Yes, there is a cycle",40,386,0.494872,19.3,1,40,1177,0.492916,,,,1,,,,909,4297,5894,16017,292,0,1,1
qwen3-1.7b-think,1.7b,1,node_degree,all,0.5,3,node_degree/size40/p0.5/3,p0.5/3,1.0,1.0,0,0,1,0,17,17,40,403,0.516667,20.15,1,40,1321,0.506496,38,17,0.5,,,,17,4709,4420,811,1839,12,0,0,0
qwen3-1.7b-think,1.7b,1,node_count,clustering,0.5,4,node_count/size40/p0.5/4,p0.5/4,1.0,1.0,0,0,1,0,40,40,40,389,0.498718,19.45,1,40,1228,0.502118,,,,,,,40,1629,4316,736,1947,0,0,0,0
qwen3-1.7b-think,1.7b,1,edge_existence,none,0.5,4,edge_existence/size40/p0.5/4,p0.5/4,1.0,1.0,,,1,0,No,No,40,389,0.498718,19.45,1,40,1228,0.502118,39,19,0.555556,0,11,2,,0,4316,1551,3089,38,0,1,1
qwen3-1.7b-think,1.7b,1,edge_count,rwse,0.5,5,edge_count/size40/p0.5/5,p0.5/5,0.0,0.0,365,-365,1,1,21,386,40,386,0.494872,19.3,1,40,1180,0.489873,,,,,,,386,2949,4287,8192,15719,60,1,0,1
qwen3-1.7b-think,1.7b,1,cycle_check,components,0.5,5,cycle_check/size40/p0.5/5,p0.5/5,1.0,1.0,,,1,1,Yes,"Yes, there is a cycle",40,386,0.494872,19.3,1,40,1180,0.489873,,,,1,,,,37,4287,8192,16237,195,1,0,1
qwen3-1.7b-think,1.7b,1,node_degree,filler,0.5,6,node_degree/size40/p0.5/6,p0.5/6,1.0,1.0,0,0,1,0,19,19,40,378,0.484615,18.9,1,40,1103,0.47766,38,19,0.491228,,,,19,1829,4219,1150,2571,18,0,0,0
qwen3-1.7b-think,1.7b,1,node_count,degree,0.5,7,node_count/size40/p0.5/7,p0.5/7,1.0,1.0,0,0,1,0,40,40,40,389,0.498718,19.45,1,40,1202,0.496094,,,,,,,40,909,4307,1312,3804,4,1,1,0
qwen3-1.7b-think,1.7b,1,connected_nodes,all,0.5,7,connected_nodes/size40/p0.5/7,p0.5/7,0.0,0.0,,,1,0,15,"2, 3, 4, 6, 8, 11, 13, 17, 18, 21, 24, 26, 28, 29, 30, 31, 32, 34, 36, 37, 38",40,389,0.498718,19.45,1,40,1202,0.496094,15,21,0.514286,,,,,4709,4307,5602,13951,92,0,1,1
qwen3-1.7b-think,1.7b,1,edge_count,clustering,0.5,8,edge_count/size40/p0.5/8,p0.5/8,0.0,0.0,366,-366,1,1,34,400,40,400,0.512821,20.0,1,40,1325,0.510844,,,,,,,400,1629,4392,8192,12425,76,1,0,1
qwen3-1.7b-think,1.7b,1,cycle_check,none,0.5,8,cycle_check/size40/p0.5/8,p0.5/8,1.0,1.0,,,1,0,Yes,"Yes, there is a cycle",40,400,0.512821,20.0,1,40,1325,0.510844,,,,1,,,,0,4392,1151,4184,46,0,0,1
qwen3-1.7b-think,1.7b,1,node_degree,rwse,0.5,9,node_degree/size40/p0.5/9,p0.5/9,0.0,0.0,1,-1,1,0,19,20,40,395,0.50641,19.75,1,40,1285,0.513057,23,20,0.515789,,,,20,2949,4358,1219,3059,17,0,1,0
qwen3-1.7b-think,1.7b,1,node_count,components,0.5,10,node_count/size40/p0.5/10,p0.5/10,1.0,1.0,0,0,1,0,40,40,40,384,0.492308,19.2,1,40,1164,0.483756,,,,,,,40,37,4277,867,2512,0,0,0,0
qwen3-1.7b-think,1.7b,1,connected_nodes,filler,0.5,10,connected_nodes/size40/p0.5/10,p0.5/10,0.0,0.983050847457627,,,1,0,"0, 1, 2, 4, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 18, 19, 20, 21, 24, 25, 27, 28, 33, 34, 35, 36, 37, 38","0, 1, 2, 4, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 18, 19, 20, 21, 24, 25, 27, 28, 33, 34, 35, 36, 37, 38, 39",40,384,0.492308,19.2,1,40,1164,0.483756,5,30,0.473563,,,,,1829,4277,2099,3990,12,0,1,0
qwen3-1.7b-think,1.7b,1,edge_count,degree,0.5,11,edge_count/size40/p0.5/11,p0.5/11,0.0,0.0,382,-382,1,1,19,401,40,401,0.514103,20.05,1,40,1311,0.506818,,,,,,,401,909,4403,8192,15968,157,1,1,1
qwen3-1.7b-think,1.7b,1,edge_existence,all,0.5,11,edge_existence/size40/p0.5/11,p0.5/11,1.0,1.0,,,1,0,Yes,Yes,40,401,0.514103,20.05,1,40,1311,0.506818,22,21,0.457143,1,8,1,,4709,4403,784,1912,26,0,1,1
qwen3-1.7b-think,1.7b,1,node_degree,clustering,0.5,12,node_degree/size40/p0.5/12,p0.5/12,0.0,0.0,1,-1,1,0,18,19,40,379,0.485897,18.95,1,40,1075,0.467742,31,19,0.450292,,,,19,1629,4242,1136,2823,17,0,1,0
qwen3-1.7b-think,1.7b,1,node_count,none,0.5,13,node_count/size40/p0.5/13,p0.5/13,1.0,1.0,0,0,1,0,40,40,40,396,0.507692,19.8,1,40,1313,0.518149,,,,,,,40,0,4359,1094,2259,0,0,0,0
qwen3-1.7b-think,1.7b,1,connected_nodes,rwse,0.5,13,connected_nodes/size40/p0.5/13,p0.5/13,1.0,1.0,,,1,0,"0, 1, 4, 6, 7, 9, 10, 12, 14, 16, 17, 20, 21, 24, 25, 26, 27, 28, 30, 32, 33, 34, 35, 36","0, 1, 4, 6, 7, 9, 10, 12, 14, 16, 17, 20, 21, 24, 25, 26, 27, 28, 30, 32, 33, 34, 35, 36",40,396,0.507692,19.8,1,40,1313,0.518149,38,24,0.485507,,,,,2949,4359,2556,4633,17,0,1,0
qwen3-1.7b-think,1.7b,1,edge_count,components,0.5,14,edge_count/size40/p0.5/14,p0.5/14,0.0,0.0,376,-376,1,1,1,377,40,377,0.483333,18.85,1,40,1112,0.480277,,,,,,,377,37,4215,8192,12656,82,1,0,1
qwen3-1.7b-think,1.7b,1,edge_existence,filler,0.5,14,edge_existence/size40/p0.5/14,p0.5/14,1.0,1.0,,,1,0,No,No,40,377,0.483333,18.85,1,40,1112,0.480277,33,20,0.452632,0,11,2,,1829,4215,2675,6240,64,0,1,1
qwen3-1.7b-think,1.7b,1,node_degree,degree,0.5,15,node_degree/size40/p0.5/15,p0.5/15,1.0,1.0,0,0,1,0,22,22,40,404,0.517949,20.2,1,40,1380,0.522674,18,22,0.493506,,,,22,909,4447,2159,4506,68,0,1,1
qwen3-1.7b-think,1.7b,1,cycle_check,all,0.5,15,cycle_check/size40/p0.5/15,p0.5/15,1.0,1.0,,,1,0,Yes,"Yes, there is a cycle",40,404,0.517949,20.2,1,40,1380,0.522674,,,,1,,,,4709,4447,2570,8749,84,0,0,1
qwen3-1.7b-think,1.7b,1,connected_nodes,clustering,0.5,16,connected_nodes/size40/p0.5/16,p0.5/16,1.0,1.0,,,1,0,"0, 1, 3, 5, 7, 10, 12, 13, 14, 15, 19, 24, 27, 28, 34, 35","0, 1, 3, 5, 7, 10, 12, 13, 14, 15, 19, 24, 27, 28, 34, 35",40,387,0.496154,19.35,1,40,1218,0.501352,22,16,0.566667,,,,,1629,4310,1021,2216,12,0,0,0
qwen3-1.7b-think,1.7b,1,edge_count,none,0.5,17,edge_count/size40/p0.5/17,p0.5/17,0.0,0.0,391,-391,1,1,11,402,40,402,0.515385,20.1,1,40,1310,0.504777,,,,,,,402,0,4415,8192,11255,42,1,0,1
qwen3-1.7b-think,1.7b,1,edge_existence,rwse,0.5,17,edge_existence/size40/p0.5/17,p0.5/17,1.0,1.0,,,1,0,No,No,40,402,0.515385,20.1,1,40,1310,0.504777,7,21,0.471429,0,10,2,,2949,4415,1121,2345,33,0,0,1
qwen3-1.7b-think,1.7b,1,node_degree,components,0.5,18,node_degree/size40/p0.5/18,p0.5/18,1.0,1.0,0,0,1,0,10,10,40,378,0.484615,18.9,1,40,1163,0.500268,21,10,0.511111,,,,10,37,4227,1148,2942,23,0,1,1
qwen3-1.7b-think,1.7b,1,cycle_check,filler,0.5,18,cycle_check/size40/p0.5/18,p0.5/18,1.0,1.0,,,1,0,Yes,"Yes, there is a cycle",40,378,0.484615,18.9,1,40,1163,0.500268,,,,1,,,,1829,4227,815,2692,18,0,0,0
qwen3-1.7b-think,1.7b,1,connected_nodes,degree,0.5,19,connected_nodes/size40/p0.5/19,p0.5/19,1.0,1.0,,,1,0,"0, 2, 5, 8, 11, 13, 15, 18, 20, 23, 26, 34","0, 2, 5, 8, 11, 13, 15, 18, 20, 23, 26, 34",40,365,0.467949,18.25,1,40,1002,0.467847,12,12,0.530303,,,,,909,4123,1809,4107,23,0,1,1
qwen3-1.7b-think,1.7b,1,node_count,all,0.5,20,node_count/size40/p0.5/20,p0.5/20,1.0,1.0,0,0,1,0,40,40,40,402,0.515385,20.1,1,40,1324,0.506848,,,,,,,40,4709,4410,967,2070,0,0,0,0
qwen3-1.7b-think,1.7b,1,edge_existence,clustering,0.5,20,edge_existence/size40/p0.5/20,p0.5/20,1.0,1.0,,,1,0,No,No,40,402,0.515385,20.1,1,40,1324,0.506848,37,14,0.538462,0,5,2,,1629,4410,798,1830,26,0,0,1
qwen3-1.7b-think,1.7b,1,node_degree,none,0.5,21,node_degree/size40/p0.5/21,p0.5/21,0.0,0.0,1,-1,1,0,18,19,40,400,0.512821,20.0,1,40,1311,0.504039,1,19,0.426901,,,,19,0,4397,1417,3162,19,0,0,0
qwen3-1.7b-think,1.7b,1,cycle_check,rwse,0.5,21,cycle_check/size40/p0.5/21,p0.5/21,1.0,1.0,,,1,0,Yes,"Yes, there is a cycle",40,400,0.512821,20.0,1,40,1311,0.504039,,,,1,,,,2949,4397,4112,13195,111,1,0,1
qwen3-1.7b-think,1.7b,1,connected_nodes,components,0.5,22,connected_nodes/size40/p0.5/22,p0.5/22,1.0,1.0,,,1,0,"0, 1, 3, 4, 6, 9, 11, 12, 14, 15, 16, 18, 19, 23, 24, 25, 28, 29, 30, 32, 36","0, 1, 3, 4, 6, 9, 11, 12, 14, 15, 16, 18, 19, 23, 24, 25, 28, 29, 30, 32, 36",40,413,0.529487,20.65,1,40,1428,0.519721,7,21,0.519048,,,,,37,4481,1584,3163,13,0,0,0
qwen3-1.7b-think,1.7b,1,node_count,filler,0.5,23,node_count/size40/p0.5/23,p0.5/23,1.0,1.0,0,0,1,0,40,40,40,396,0.507692,19.8,1,40,1316,0.512298,,,,,,,40,1829,4351,404,1376,6,0,0,0
qwen3-1.7b-think,1.7b,1,edge_existence,degree,0.5,23,edge_existence/size40/p0.5/23,p0.5/23,1.0,1.0,,,1,0,No,No,40,396,0.507692,19.8,1,40,1316,0.512298,14,20,0.563158,0,12,2,,909,4351,2243,4247,39,0,0,1
qwen3-1.7b-think,1.7b,1,edge_count,all,0.5,24,edge_count/size40/p0.5/24,p0.5/24,0.0,0.0,397,-397,1,1,2,399,40,399,0.511538,19.95,1,40,1317,0.509919,,,,,,,399,4709,4385,8192,8979,40,1,0,1
qwen3-1.7b-think,1.7b,1,cycle_check,clustering,0.5,24,cycle_check/size40/p0.5/24,p0.5/24,1.0,1.0,,,1,0,Yes,"Yes, there is a cycle",40,399,0.511538,19.95,1,40,1317,0.509919,,,,1,,,,1629,4385,2758,9089,137,0,0,1
qwen3-1.7b-think,1.7b,1,connected_nodes,none,0.5,25,connected_nodes/size40/p0.5/25,p0.5/25,0.0,0.888888888888889,,,1,0,"0, 1, 5, 6, 7, 8, 9, 10, 11, 14, 16, 17, 18, 20, 27, 28, 30, 31, 32, 33, 35, 37, 38, 39","0, 1, 5, 6, 11, 14, 16, 17, 18, 20, 27, 28, 29, 30, 31, 32, 33, 35, 37, 38, 39",40,379,0.485897,18.95,1,40,1149,0.492388,8,21,0.480952,,,,,0,4231,4014,8943,54,0,0,1
qwen3-1.7b-think,1.7b,1,node_count,rwse,0.5,26,node_count/size40/p0.5/26,p0.5/26,1.0,1.0,0,0,1,0,40,40,40,382,0.489744,19.1,1,40,1162,0.489128,,,,,,,40,2949,4267,1253,2623,2,0,0,0
qwen3-1.7b-think,1.7b,1,edge_existence,components,0.5,26,edge_existence/size40/p0.5/26,p0.5/26,1.0,1.0,,,1,0,Yes,Yes,40,382,0.489744,19.1,1,40,1162,0.489128,27,24,0.525362,1,13,1,,37,4267,942,2148,23,0,1,1
qwen3-1.7b-think,1.7b,1,edge_count,filler,0.5,27,edge_count/size40/p0.5/27,p0.5/27,0.0,0.0,370,-370,1,1,17,387,40,387,0.496154,19.35,1,40,1205,0.493599,,,,,,,387,1829,4298,8192,11817,79,1,0,1
qwen3-1.7b-think,1.7b,1,cycle_check,degree,0.5,27,cycle_check/size40/p0.5/27,p0.5/27,1.0,1.0,,,1,0,Yes,"Yes, there is a cycle",40,387,0.496154,19.35,1,40,1205,0.493599,,,,1,,,,909,4298,4834,13147,322,1,0,1
qwen3-1.7b-think,1.7b,1,node_degree,all,0.5,28,node_degree/size40/p0.5/28,p0.5/28,1.0,1.0,0,0,1,0,20,20,40,376,0.482051,18.8,1,40,1082,0.474512,27,20,0.505263,,,,20,4709,4223,1418,3669,27,0,1,1
qwen3-1.7b-think,1.7b,1,node_count,clustering,0.5,29,node_count/size40/p0.5/29,p0.5/29,1.0,1.0,0,0,1,0,40,40,40,411,0.526923,20.55,1,40,1395,0.511188,,,,,,,40,1629,4478,531,1856,2,0,0,0
qwen3-1.7b-think,1.7b,1,edge_existence,none,0.5,29,edge_existence/size40/p0.5/29,p0.5/29,1.0,1.0,,,1,0,Yes,Yes,40,411,0.526923,20.55,1,40,1395,0.511188,12,23,0.501976,1,11,1,,0,4478,1041,2383,30,0,1,1
qwen3-1.7b-think,1.7b,1,edge_count,rwse,0.5,30,edge_count/size40/p0.5/30,p0.5/30,0.0,0.0,400,-400,1,1,3,403,40,403,0.516667,20.15,1,40,1303,0.499625,,,,,,,403,2949,4393,8192,14484,94,1,0,1
qwen3-1.7b-think,1.7b,1,cycle_check,components,0.5,30,cycle_check/size40/p0.5/30,p0.5/30,1.0,1.0,,,1,0,Yes,"Yes, there is a cycle",40,403,0.516667,20.15,1,40,1303,0.499625,,,,1,,,,37,4393,5226,12335,99,0,0,1
qwen3-1.7b-think,1.7b,1,node_degree,filler,0.5,31,node_degree/size40/p0.5/31,p0.5/31,0.0,0.0,1,-1,1,0,18,19,40,386,0.494872,19.3,1,40,1176,0.488146,34,19,0.432749,,,,19,1829,4298,1493,3013,25,0,0,1
qwen3-1.7b-think,1.7b,1,node_count,degree,0.5,32,node_count/size40/p0.5/32,p0.5/32,1.0,1.0,0,0,1,0,40,40,40,399,0.511538,19.95,1,40,1278,0.499514,,,,,,,40,909,4369,947,2698,3,0,0,0
qwen3-1.7b-think,1.7b,1,connected_nodes,all,0.5,32,connected_nodes/size40/p0.5/32,p0.5/32,1.0,1.0,,,1,0,"1, 3, 4, 8, 9, 11, 12, 13, 14, 16, 17, 20, 21, 24, 25, 27, 28, 30, 31, 36, 38","1, 3, 4, 8, 9, 11, 12, 13, 14, 16, 17, 20, 21, 24, 25, 27, 28, 30, 31, 36, 38",40,399,0.511538,19.95,1,40,1278,0.499514,19,21,0.504762,,,,,4709,4369,1772,3365,13,0,1,0
qwen3-1.7b-think,1.7b,1,edge_count,clustering,0.5,33,edge_count/size40/p0.5/33,p0.5/33,0.0,0.0,396,-396,1,1,1,397,40,397,0.508974,19.85,1,40,1289,0.506799,,,,,,,397,1629,4365,8192,11179,41,1,0,1
qwen3-1.7b-think,1.7b,1,cycle_check,none,0.5,33,cycle_check/size40/p0.5/33,p0.5/33,1.0,1.0,,,1,0,Yes,"Yes, there is a cycle",40,397,0.508974,19.85,1,40,1289,0.506799,,,,1,,,,0,4365,1740,4610,82,0,0,1
qwen3-1.7b-think,1.7b,1,node_degree,rwse,0.5,34,node_degree/size40/p0.5/34,p0.5/34,1.0,1.0,0,0,1,0,24,24,40,388,0.497436,19.4,1,40,1206,0.496132,3,24,0.528986,,,,24,2949,4299,1353,3176,19,0,0,0
qwen3-1.7b-think,1.7b,1,node_count,components,0.5,35,node_count/size40/p0.5/35,p0.5/35,1.0,1.0,0,0,1,0,40,40,40,375,0.480769,18.75,1,40,1104,0.482607,,,,,,,40,37,4200,1189,2748,0,0,0,0
